Sentence,Sentiment
"Hattimi tasidiktan aylar sonra 4,5 TL borc cikarip, bunu bildirmeyip, sonrasinda yasal takip isimli bir sms atan firmaya Turkcell denir",olumsuz
Ensar sponsoru Turkcell'in 2016 kârı yüzde 27 düştü  @cumhuriyetgzt,olumsuz
Internet paketim yok wechatten yazilanlar geliyo turkcell bna kiyk gecti .s.s.s,olumlu
turkcell platin müşteri falan hikaye önce m.hizmetlerindeki elemanları eğitin. aradığımda yetkiliye ne kadar yetkili olduğunu soracağım,olumsuz
Ulan turkcell madem 500 mb internet veriyorsun onuda kursağımda bıraktın kaplumbağadan bile yavaş bu,olumsuz
bende artIk turkcell iolmayacaGIm. ensar cI tacize destek yok.,olumsuz
"TURKCELL Mobil web sitesi http://m.turkcell.com.tr  yayında :)""",notr
Turkcell müşteri hizmetlerini arayıp mutlu mutlu kapattığım tek gün tarihe yazın bunuuuuu teşekkürler Çağlar bey :),olumlu
Turkcell reklam8ndaki medcezirdeki murat mi?? Yan roller parayi vurdu :)),notr
Avea turkcell hepsine de sövüyorum kaç gündür internetsiz dolaştırıyorlar,olumsuz
ya turkcell iyice yavaşlattın interneti tamam hız sınırıda bu nedir laan 50 kilo yükle merdiven çıkıyomuşum gibi,olumsuz
Türk telekomun Ronaldoyu getirdiğini duyan Turkcell messi ile görüşmelere başladı(!) ??,notr
SIRF TURKCELL ETTİĞİM KÜFRÜ GÖRSÜN DİYE TİVİTLERİMİ GİZLİLİKTEN ÇIKARICAM,olumsuz
Yeni yarışma başladı. Her saat 2 kişiye Turkcell Superonline’dan 50 TL’lik Markafoni Hediye Çeki.#SuperAnnelerGunu http://on.fb.me/SuperAnnelerGunu …,notr
"bir de geçen yıl ağır komünist, antikapitalist takılan arkadaşlarımdan birisi turkcell'e iş başvurusunda bulunmuş.",notr
Biri Turkcell reklamindakilere ciftetelli oynadıkları muzigin aslında damat halayi oldugunu soylesin,notr
@OzdilerEge sen vodofone gibi anı yaşarken ben turkcell gibi seni her yerde çekemem ?,notr
"turkcell herşeyinizi eleştiririm de bir turkcel kullanıcısı olarak , çektiğiniz reklamların mükemmelliğine nutkum tutulur. harikasınız.",olumlu
Gün itibariyle 3936 gündür Turkcell abonesiymişim. Hayat ben paylaştıkça sana güzel #Turkcell !,olumsuz
Turkcell beni sesimden taniyor ah yerim,olumlu
son 90 gün icerisinde turkcell'i olmama rağmen yıldız kampanyalarından yararlanamıyorum! @turkcellhizmet,olumsuz
bu turkcell kadar sahtekar ve hileci bir operatOr gOrmedim ya,olumsuz
bekirabiniz turkcell turkcellhizmet internetinin harcadığın kadarını geri veriyor haberin yok mu ahagaf daha napsınlar,olumlu
Oc turkcell hani heryerden cekiyodu,olumsuz
"Turkcell'in son reklamındaki çocuk gibi""babaanne"" desem, babaannem 7numara şişi götüme sokardı.",olumsuz
Avealı hattımdan Turkcell'e boş değilim diye mesaj attım. Geçcen o işi diye geri mesaj attılar:/,notr
turkcell sahur paketide olmasa ne olurdu halim,olumlu
2gb paket yaptIm 1gb hediye geldi teSekkUrler turkcell,olumlu
Hayatta herseyı ailemden ogrendımde sabırı senın ınternet paketınden ogrendım turkcell,olumsuz
Koç Holding ve Turkcell'den ani düşüş,olumsuz
turkcell den vodafone geCince attan inip eSeGe binmiS gibi oldum .s s s s,olumlu
Turkcell/Terzioğlu: Karlılığımız geçen yıl yüzde 33 civarında arttı,olumlu
Ayda yılda bir internet paketi yapıyorum onuda turkcell e yedirmemek için evde bile kullanıyorum. Maksat evdeki kota dolmasın,olumsuz
Turkcell şöyle güzel bir internet kampanyası yapsa,notr
hediye 1 gb internet veren turkcell sevilmez mi,olumlu
@Nillufeer @UlsGzyDnz söylemeyi atladığım bişey var Turkcell içi?,notr
Turkcell 3 GB internet daha hediye etmiş sağolsun :),olumlu
turkcell sende olmasan bizi dUSUnen yok |01bugUne Ozel 14gb internet iCin teSekkUr ederim |01 |01,olumlu
"iSte bu! teSekkUrler baSbakanIm, teSekkUrler cumhurbaSkanIm, teSekkUrler turkcell",olumlu
"Borsa İstanbul Başkanı Karadağ: ""Geçen günlerde Turkcell ve Koç Holding hisselerindeki anlık düşüş algoritmik işlem kaynaklı""",notr
@Yyaaburnee turkcell kullansaydın böyle olmazdı,olumlu
"Oha ya sen nasıl Turkcell sin yaaaaa. Nerde senin gücün, kaliten falan hani? Ne demek az çekmek akışı yenileyememek yaa",olumsuz
@Denizsaglamtr Fatura detaylarınıza Turkcell Hesabım üzerinden ulaşabilirsiniz.,notr
Ahhhh turkcell internet neden bu kadar iğrençsin yaaaaa!!!!!,olumsuz
çekiyor diye turkcell e geçmiştim kim arasa ulaşamıyor bana ilk fırsatta değiştiriyorummmm???? @turkcellhizmet,olumsuz
Turkcell Köylü Çocuklar 2015  @videonuyukle tarafından - http://www.dailymotion.com/videox2k556c_turkcell-koylu-cocuklar-her-gun-daha-iyiye-reklami-2015_tech … @dailymotionTR en sevdigim reklam.HepÇocuk kalsak òle dümdük,olumlu
bursaspor ile turkcell anlaşırsa hattımı anında turkcell'e taşırım. öyle az buz da fatura ödemiyoruz :) @turkcell,olumlu
@boskoysaki turkcell platinium paketlerde kotayı aynı fiyata 2 katına çıkarmış sanırım.donanımhaberde öyle yazıyor,notr
"turkcell superonline abartıldığı kadar var, az bile abartmmışlar.",olumlu
"İnternette yazan paketlerine bile ""öyle bir paket yok"" diyen bayileri olan Turkcell e numara taşıma için gittim taşıyamadan çıktım.",olumsuz
#sene2012olmuş değismesini beklediklerim hep aynı.Birde Turkcell hala mesaj gönderiyor.Eksik olmasın yalnızlık hissettirmedi bana bunca yıl.,olumsuz
Turkcell benim gibi fakirler için bedava sahur paketi yapmış :') Sabah 6'da külkedisine dönüşmeli bir şey.,olumlu
@kalpdedikleri Kullanım detaylarınıza Turkcell Hesabım üzerinden ulaşabilirsiniz.,notr
Tufan da mesaj atmasa telefona Turkcell den baska mesaj atan olmayacak,notr
"Artik gecenin 2sinde de mesaj atmaya basladin Turkcell, noluyoruz?",olumsuz
kullandIGI operatOr turkcell olan var mI,notr
"Tulu Gümüştekin son yolculuğuna uğurlandı: Turkcell Genel Müdürü Kaan Terzioğlu'nun eşi Tulu Gümüştekin, son y... http://bit.ly/1SCHFXG",notr
TURKCELL'in üniversitemizde düzenleyeceği etkinliğe tüm üyelerimiz davetlidir.,notr
Turkcell'in reklamları neden bu kadar güzel ki,olumlu
@incicaps turkcell in eline filan mI geCti incicaps ?,notr
"Turkcell bu sene nedense doğum günü mesajı yollamadı, fazla Tl yüklemiyom diye tripte galiba :P",olumsuz
İnternet erişimi hükümet tarafindan turktelekom ve turkcell araciligiyla yavaslatiliyor. #HerşeyYalanHeryerYolsuzluk,olumlu
"herkese hediyeler veren Turkcell bana gelince nerde haa, anneme bile internet verdin insafsız @Turkcell",olumsuz
Turkcell'in interneti çok hızlı,olumlu
"Otobüs şöforü olsam, kavga ettiğim adam "" Hangi hattın otobüsüsün lan, hattın ne senin"" dese, Turkcell deyip daha sağlam dayak yerdim",notr
Turkcell 2300 Kişi Alacak | Telekomcular Derneği,olumlu
IliSki durumum; Calarsa annem mesajsa turkcell odemeliyse kankam |01,notr
14 Subatta aldIGIm en gUzel hediye 14 gblik internet. teSekkUrler turkcell,olumlu
Turkcell bugünde boş geçmedin beni :),notr
"insanlara ulasamamaktan, ulasilamamaktan ve cekmeyen internetinden biktim. tam olarak ne ise yariyorsun Turkcell anlatsana biraz?",olumsuz
turkcell ömrümü yedin ömrümü!,olumsuz
GÜNAYYYYYDIN (@ Turkcell Global Bilgi Kırıkkale w/ @buketxtunc),notr
"Kuzey Kıbrıs Turkcell Genel Müdürü İsmet Yazıcı açıkladı:""4.5G için fiber yatırıma hazırız"" https://t.co/9C3g8C1n9d",notr
@emre12ozkan günaha girmezsin de caiz değil :) turkcell müzikten dinle abiii :)))),olumlu
turkcell bu aralar aldatan sevgili gibi. çok iyi davraniyo habire hediye biseyler yolluyo kim bilir ne çikacak altindan,olumsuz
Gerizekalı Turkcell'den beklenildiği gibi geri sarmalı reklamı bile yapamamışlar. Reklama göre kadın önce seviniyor sonra haberi alıyor,olumsuz
Vodafone tahahüt bitti ve hemen ama hemen turkcell e geçtim abi 1 yıldır delirtti internet hızı...15 gb net artı 5 gb da hediye 1 yıl:):),olumlu
@gzdnew   TURKCELL 4 ÇEKER  GÖZDE MUKAVELAT ÇOK ŞEKER  <3,olumlu
turkcell'de mesaj atmayınca çok yalnız hissediyorum kendim,notr
Süleyman B: saat 28.03.13 19:02'de 50TL değerinde bir Turkcell NYSE CALL opsiyonu aldım – 28 dakika sonra 85TL kazandım www.anyoption,notr
Turkcell arkadaşım Eskişehir'in orta yerinde telefon çekmiyo. Buna bi cevabınız var mı ?,olumsuz
"Turkcell sağolsun internet paketim bitmeden yeniliyo, durup durup internet paketi veriyo canım benim :))))",olumlu
Turkcell Avea'ya geçiyorum diye arayıp yalvarmadı.. Daha öğrenmediler galiba. Son şakamı çok pis yapacağım!,olumsuz
"Turkcell ve Koç Holding'de 1 dakikalık süre içinde görülen sert düşüşün ""hatalı emir""den kaynaklandığı tahmin edili…",notr
"fatihdogan_fd turkcell reklamlarında oynasın.son dönemde teknolojiye olan ilgisi malum hocasına sms atsın, görüntülü sorsun.müthiş olur",notr
Şu turkcell cüzdan reklamındaki çocuk beklediğim hareketi bi yapamadı gitti,notr
Bir doz alıp aşklanacağız.Turkcell Yıldızlı Geceler/Sertab Erener Gömülü resim için kalıcı bağlantı,notr
internetimiz yavaS olduGu iCin mobil verimden gidiyor lanet olsun superonline lanet olsun turkcell,olumsuz
hani her yerde çekiyodu telefon turkcell gnctrkcll,olumsuz
@vodafonedestek 15 sene turkcell kullandım böyle bir şey olmadı tahutlu olduğu için herhalde vad fon çok kazık.,notr
Ne konuşmuşumda 67 tl fatura gelmiş turkcell benim faturayı dövizle mi hesaplıyor kardeşim ??????,olumsuz
"Turkcell arayıp bi kampanya teklif etti, ben de reddettim. Konuşma biter bitmez bu mesaj geldi. Adamlar bildiğin tr…",notr
Moladayız ?? @ Cafe Salvador Turkcell Global Bilgi https://t.co/rHNR5YsdHR,notr
Bu turkcell cagri merkezindeki kadin neden hicbir zaman beni anlamiyor,olumsuz
#TCELL: Turkcell’in 4. çeyrek net karı 351mn TL ile 357mn TL olan piyasa beklentisine paralel gelirken …,olumlu
@evrimiseri @TurkcellHizmet @Turkcell evet firma ismi yok ama numara satışı ve numaralarımızın ortaya dökülme sebebi bence turkcell,olumsuz
hatice_kasp bu yüzden turkcell'e geri döncem,olumlu
Bu arada bu turkcell superonlinenin modemi bizim odanin yanina kurmasi super oldu full cekiyo ya la:)elveda @TTNET..:),olumlu
turkcell süperonline ışık hızında internet valla çok hızlı,olumlu
Turkcell tarifeleri çok pahalı,olumsuz
sabi eski telefonlar ayfon oluyomuş turkcell de ????,olumsuz
"Van İçin Türkiye Kumbarası | Hakimiyet-Video:  Turkcell ve TEV, Milli Eğitim Bakanlığı işbirliğiyle Van İçin Türkiye Kumbarası'nı ku...",notr
evet turkcell li olmanIn tek faydasI her ramazan sahur paketi yapabilmek |45,olumlu
Ücretsiz Twitter kampanyası sona erdi :( hiç samimi değilsin Turkcell.,olumsuz
abv turkcell ne demek sürekli paket aşımı yapıyorum,olumsuz
BUTUN TURKCELL HATLARIMI SUPERONLINE DOLAYI HEPSINI VODAFONE YA DA AVEA TASIYORUM BU KADAR KAZIKLANDIM YETER,olumsuz
"Aradığım kişinin telefonu kapalıysa Turkcell hemen arkasından mesaj yollayıp sesli mesaj bırak diyor. İstesem bırakırım sanane, işin mi yok?",olumsuz
Turkcell de olmasa mesaj atanımız olmayacak,notr
En yeni telefonumuz Turkcell T60 Satışa sunuldu.,notr
Turkcell müşteri hizmetlerini askerlik için iyi dileklerlerde bulunması baya güzel :),olumlu
@superonlinetr @Turkcell bisey dicem dostlar evinize fiber + turkcell plus aldiniz mi cebinizdeki turkcel tv gidiyor aman ?! cozemiyorlar da,olumsuz
"""5G saha testlerine liderlik edeceğiz"" Turkcell Şebeke Teknolojilerinden Sorumlu Genel Müdür Yardımcısı Gediz Sezg…",notr
Bugün tam 4 tane msj geldi Turkcell+TTnet+Digiturk+EGM allah sizlerden razı olsun beni hiç boş bırakmıorsunuz :/,olumsuz
Turkcell Genel Müdürü Süreyya Ciliv Kuzey Kıbrıs’ta 4G Beta’yı test etti http://haberkibris.com/turkcell-genel-muduru-sureyya-ciliv-kuzey-kibrista-4g-betayi-test-etti-2014-04-03.html#.Uz2cKxrYsMw.twitter …,notr
turkcell senin de alacağın olsun.. bu nasıl bi internet sinir krizi geçiriyorum elimde telefonla :(,olumsuz
Puk kodumu öğrenmek için aradığım Turkcell'in zayıf güvenlik soruları beni şaşırttı! Böyle olmamalıydı acep!,olumsuz
Turkcell ne kadar kazıklasada verdiğin paranın hakkını hizmetiyle fazlasıyla hakediyor,olumlu
#SanaMesajım ödenmemiş bir adet faturanız bulunmaktadır.bundan sonra sana ancak turkcell kadar yakınım,olumsuz
telefonum 24 saattir kapalı turkcell bile msj atmamış,notr
Turkcell'i kötülemek istemem ama bin bir hayalle geçmiştim yine boşa çıktı,olumsuz
tecavUzcUsUn turkcell #yavuzhIrsIzensarcell,olumsuz
@puppychae turkcell aSkIm |24,olumlu
Turkcell biip kullanan :),notr
"Turkcell, 2016 yılında 1,511,736,000 TL kâr elde ettiğini duyurdu.",olumlu
'Siz neyin kafasını yaşıyorsunuz' diye çalan turkcell telefonlarının mimarı en güzel arkadaşım. 'Kendi içinizde çıkmazlar' falan da dedi.,olumsuz
tUken turkcell!,olumsuz
Güneşlimi gün? (@ Turkcell @GlobalBilgi in Erzurum),notr
Turkcell niye hep sevgililer gününe karşı? Yıldız abla olayından sonra Muslera da yaprra gelirse gelirse biz saplarn başarısızliklari katlnr,olumsuz
kaan_terzioglu .turkcell ana iş kolunda taşeron olarak çalışan personelin kadroya alınması hakkındaki görüşlerinizi paylaşabilir misiniz ?,notr
"I'm at BOSİS Merkez | Turkcell İletişim Merkezi - @bosisbodrum in Muğla, Türkiye w/ @cansutezelli",notr
"+Senin hattın ne?-Iphone 5s+Hayır kardeşim hattın ne diyorum?-2100 tl+Avea, vodafone, turkcell?-Amerikadan geldi",notr
Turkcell Turkiyenin armasiyiz diye boburlenmeyin. Yalan soyluyorsunuz cunku musteriler sizin icin bir sey ifade etmiyor.,olumsuz
turkcell den aldIGIm telefonum 4.kez garantiye gidiyor ve her seferinde yapIlmadan yapIlmIS gibi gOnderiyorlar. @turkcell @kvkturkiye,olumsuz
#yIldIztilbeyalnIzdeGildir yIldIz tIlbe'nin size fazla gelecegini dU$Unemediniz dimi turkcell !,olumsuz
turkcell super online allah belanI versin,olumsuz
canIm turkcell beleS internet gOnderdi tek aSkI kalbimin |01 |01,olumlu
I liked a @YouTube video from @yolboyuncaht  Turkcell CEO'su Kaan Terzioğlu fotoğrafçılık kat kat,olumlu
allahIm saat 5 yaSasIn turkcell yaSasIn dakikalar !!!,olumlu
Arkadaşlar Turkcell'in bi kampanyası var 1 gb 1TL ama nereye mesaj atılıyor napılıyor dinleyemedim anlatan çok tatlıydı #),notr
Turkcell 1 GB yolladı illa defa sevindim,olumlu
turkcell müzik'te buray - sen sevda mısın şarkısını dinliyorum.,notr
"Filozofa sormuşlar @Turkcell in en çok neyini seviyorsun diye,  @vodafone ye geçişini demiş :) by by Turkcell",olumlu
"ACS arasa, konuşsak uzun uzun, o kadar uzun konuşsak ki Turkcell görüşmeyi otomatik olarak kesse. Daha da bir şey istemem...",notr
turkcell müzik çok başarılı.,olumlu
turkcell de çalışıp avea hat kullanmak işte sağlam irade,notr
Turkcell sayesinde Amerika'da yaşadığımı öğrendim. Harvardlı Emily indirme yaparken beklemesi aynı ben. Teşekkürler Turkcell.,notr
"@turkcell tUrkiyenin en bUyUk teknoloji devi turkcell'in yeni mucizesi 4,5g uyumlu t70 ile teknolojiyi doya doya yaSamak iCin #t70benimolsun",olumlu
"Turkcell Superonline'ın Hızı, Dünya Ortalamasından 6 Kat Daha Hızlı http://habertakip.com/haberler/c-2878108 …",olumlu
turkcell tarafından geliştirilen bip yerli mesajlaşma uygulamasını yükleyip yerliteknolojiyedestek olmasını tavsiye ediyorum.,olumlu
Geç Turkcell'in reklamı Kurtar Bizi Muslera!,notr
Turkcell Iletisim reports Q4 results  $TKC,notr
Yeter Turkcell vallahi yeter gün içinde gelen reklamlardan bıkım!!! BIKTIMMMM!!,olumsuz
turkcell'de iletiSim adIna hIz kalite hizmet ne arasan var. Simdi Ucretlendirme de diGer operatOrlerden daha uygun. teSekkUrler turkcell,olumlu
"Fenerbahçemin Maçıı Varr......  ???? — Turkcell SuperOnline'dayım Antalya, Muratpaşa'da https://t.co/uyjHpr43MF https://t.co/dVMOSfbIgK",olumlu
Turkcell özel müşteri birimi kurmuş ne amaçlı kurdunuz dıyınce açıklama yapılmıyor..sayın terzıoğlunu eleştrdıkya ya hızmet vermıyor güya,olumsuz
@jaune_et_rouge 5327572222 turkcell tarife ve kampanya destek hattı ile ücretsiz bilgi alabilirsiniz.,notr
Turkcell Kayıtlı Sermaye Tavanını Aynı Tutarak Süreyi 5 Yıl Uzattı   #turkinternetcom,notr
Şu Genç Turkcell reklamını niye bu kadar seviyorum,olumlu
@YEA1453 mesaj kovalayacak halde değilim aq benim acilen turkcell i dolandırmam lazım,olumsuz
kiymetini baska hatta gecince anladim.. turkcell,olumlu
Ohaa turkcell salla kazan geri dönmüş,olumlu
Bir Vodafoneli olarak Turkcell'de çalışmak.....,olumsuz
Turkcell ne iciyo yaa allah askina ??? Son reklam slogani : cekim gucunde amerikanin onundeyiz ????????,olumsuz
"köyde yaşarsam turkcell kullanacağım, söz.",olumlu
Canım turkcell im bana 4gb daha bedava internet verdi,olumlu
13 aydır kontör yüklemiyorum turkcell e de 4 lira borcum varmis sie ödemicem,olumsuz
Turkcell Reklamı 2015 - Ankara Misket Oynayan Zenciler - Turkcell çekim ...: http://youtu.be/q3iv2WtN5k4,notr
"GNCTRKCLL'LİYİZ DİYORUZ, LTB'DE % 25 İNDİRİMİ KAPIYORUZ! - http://gnctrkcll.turkcell.com.tr/?q=tarife/gnctrkcll-liyiz-diyoruz-ltb-de-yuzde-yirmi-bes-indirimi-cebe-atiyoruz … @gnctrkcll aracılığıyla",olumlu
Turkcell maxi plus 5 mi nokia lumia 620 mi,notr
sizin tek çabanız; insanları yalan vaadlerle kandırıp faturalarına çaktırmadan fahiş paralar yansıtarak kandırmak!!! turkcell,olumsuz
turkcell liler 2222 ye google play diye mesaj atIn 5tl geliyo onunla sms atabilirsiniz semIhyaz 1890agonder,notr
Turkcell Avea'dan kesinlikle daha iyi.,olumlu
turkcell bu saatte 2 gb bedava internet attı,olumlu
"@SuperYardim ONUN ADI BİLGİ İLETTİK DEĞİL ""SİZE MOBİLDE TURKCELL KULLANIYORSANIZ 4 GB İNTERNETİ SUS PAYI VERMEK İSTİYORUZ"" DENİR.",olumsuz
Burdayiz yineee :)) (@ Turkcell Cagri Merkezi Cch) http://4sq.com/1ejkyYB,notr
Sarı Kutu olmasa internet yapamayacaktım teşekkürler Turkcell @TurkcellHizmet,olumlu
"İnternet paketimin %80ini kullaniyorum,kalan %20yi kullanmak tam bir iskence.Cunku sacma bi sekilde internetim yavaslatiliyor,niye! Turkcell",olumsuz
-iyi günler turkcell'i bağlarmısınız? +niye ısırıyormu?,notr
Internet paketim bittiginde 3 ay boyunda size 2 gb hediye ediyoruz diyen Turkcell çok tatlısın : ),olumlu
8. turkcell elciler zirvesi bekle bizi az kaldi,notr
#SimdihaykIrmakistiyorum turkcell kazIksIn,olumsuz
Türkiye'de Foursquare kullanan 200.000 Turkcell kullanıcısı bulunuyor.,notr
"Turkcell sarı kutudan onlarca hediye , detaylar internet sitesinde :)",notr
Turkcell faturamda 120 tl indirim yaptı artık siz düşünün halimi..,olumlu
"@oguzsaripinar @TurkcellHizmet kesinlikle sikayetciyim, kesinlikle birakicam Turkcell'i",olumsuz
vodafonetr ile geçen kabus gibi iki sene iyiki varsın turkcell,olumlu
Alisik degilim turkcell yazisi gormeye,notr
@yusufpiskin işaret mi durduk yerde bana fisting mi bilemiyorum ama bakalım peşin mi alsam turkcell kontrat mı yapsam acaba,notr
Turkcell’den gelen sana özel mesajını arkadaşımın telefonunda da görünce anladım kimseye güvenilmeyeceğini,notr
her Sey ^Cocuklar gUlsUn diye^ |23sen de ^Cgd instagram^ yaz; turkcell: 1234 vodafone ve avea: 2345 'a mesaj gOnder..,notr
