Sentence,Sentiment
izmirde cok kotusun 3G'in tartismali binalarin icinde yoksun vapurda cekmiyorsun!Duzelene kadar yazicam ya da subatta sana da bye!,2
"galiba :) sen birde o telefonuna baksan,yazdýklarýmla Türkcell muhattap olmasa sadece ne güzel olur dimi :)",3
yuh diyorum sana okanmirze yuhh yuhh mac te kullanma yazik yazik bende mac kullaniyorum ne olmus turkcell 1 ipad 2 ;),3
internet festivalinden satýn almýþ oldugum 250 mb lik internet paketim yenilenince yine 5 tl mi ödüyeceðim yoksa 17 TL mi ?,3
Beni  kucakladý. Pess!,2
"saðlýk olsun, büyüyünce bende Turkcell note kullanýrým...",1
-sertap kocan seni aldatýyormuþ... +hayat paylaþýnca güzel lalalala -bir de çocuðu olmuþ +paylaþýp çoðalýnca güzel lalala ((:,3
"+ben sana çok baðlandým. - turkcell?, vodafone? + yok avea daha iyi çekiyordu :D",2
"internet paketi olarak 10liramý yiyip  baðlanmayan turkcell, dumandan gelsin ""iyisin hoþsun bir yokuþsun harbiden bayaðý bir boþsun""",2
"#turkcell BASINKÖYde ""0"" çeker!!! hayat paylaþýna güzelmiþ hepsi yalan!!",2
"bugün turkcell'den mesaj gelmeyince musteri hizmetlerini arayýp ""hmm neyse sen mesgulsun galiba bye"" deyip kapattým.",2
Ne yaparsam yapayým Turkcell'in bana yine de geçirmesine   #takilipkaliyorum,2
Taksim'in göbeðinde the Marmara'nýn 19. Katýnda 3G yok iyimi.. Mac ziyan oldu valla .. Mobil tv alacakmýþým seyredemedikten sonra,2
#TURKCELL seni de ben boykot edicem.,2
superonline her þekilde daha hýzlý ve kullanýþlýdýr ttnet'e göre :),1
bugün senden hiç mesaj gelmedi. çok merak ediyorum iyi misin? her sabahýn köründe senden gelen mesajlarla uyanmaya alýþmýþtým.,2
gördüðm en hýzlý turksel müþteri temsilcisisin asýl ben teþekkür ederim :))),1
4S'in taahütsüz satýþý var mý acaba? varsa fiyatý nedir? 3GS'i de sizden taahütsüz aldým.2buçuk senedir memnuniyetle kullanýyorum.,1
"Doðum günüm için hediyelerim Turkcell'den Divan'dan pasta,Dominos'tan pizzaya indirim.Beni özel hissettiren baþkalarý olmalýydý sanki:)",1
"4S'ime kavustum sonunda, eski meslektasim Sümeyye Öztürk sayesinde, harika bir Turkcell calisani:)",1
bize gec turkcell e :))),1
bukadr yuksekk fiyataa helal olsnnn kampanyaa dieee yolladnzz,2
#Mutluyum #Mutlusun #Mutluyuz ... Hayat paylaþýnca güzel lalalalaaaa :),1
adil kullanim hakki denen zimbirti ile 12 mbit baglanti 128K'ya dusuyorsa ben burda adillik degil adilik ararim turkcell,2
mecidiyeköy'de edge. asmalý'da edge. taksim göbeði 18. katta arþta yine edge. bazen çok canýmý sýkýyorsun #turkcell,2
#pazarlamakonferansi ndayiz bu sabah. Turkcell Charlene Li'yi getirmiþ.,1
teþekkür ederim arayýp soruyorsunuz  süper ama telefon  konuþamaýzda anlattýðým gibi kadýn arasýn beni güzelsesli olsun,3
turkcelll superonline ile birlikte çalýþýyor süper hýzda fiber internet edinebilirsin :),1
onunda bir iPhone 4s si olsun haydi Türkcell yap bu güzelliði:)yada aramýzda para toplayalým filan :)),1
"o laftan sonra ""nasýl alýyor bunlarý bu telefonu"" dediði zaman biri çýkýp ""turkcell'de kampanya var çok ucuza"" diyecektir elbet.",1
meðerse hesabýný çalanlar beni de kazýklamýþlar 84+84= 168 tl kazýk girmiþ oldu faturama ve turkcell bu konutyla ilgili,2
girmezmiyim.. Turkcell kartim bile var.. Yarindan itibaren onu takicam.. Twittersiz denedim sadece 3 gun yapabildim:))))),1
10 senedir turkcell iletisim merkezlernde muhattap oldgm butun erkek temsilciler  APTAL !!!,2
Hayat Paylaþýnca güzelmiþ hah hiç kusura bakmasýn o turkcell ben seni kimseyle paylaþamam  ),1
benden size admin kýyaa  türkcell hattý olanlar MUZÝK yazýn 1040 yollayýn 20/50dk hattýnýza yükleyin   y.h,3
cnm ben superonline kullaniyorum kesinlikle cok hizli acaip memnunum tavsiye ediyorummm,1
Sbh donuste okurum dedim gazeteleri turkcel bu wapura koymamis pes wala!,2
"Bu turkcell benden habersiz sms paketimi yeniliyor ya... Nasýl gýcýk oluyorum, belli deðil.",2
Ýnovasyonda büyük ödül Turkcell'in..bakalim sene hangi firma alacak?,1
Ohaa amk 65 tl fatura geldý bana ananýn amý turkcell,2
"#3kelimeyle2011 Baþarý, mutluluk, saðlýk",3
Nikon D5000 ile baðlan hayata.. 70-300 ile uzaklarý yakýnlaþtýr.. :),3
25 dakikadýr bu durumda bekliyor. Turkcell 3G sýçmýþ durumda.,2
Bide platin. musteriyiz hic biseyden haberimiz olmaz... 4 saat once bilet aldim bu bana yapilir mi ?,2
superonline'a geç hayatýný yaþa :P,1
ben bir kurnazlýk buldum. 16 liraya tcell 1gb sahibi oluyorsun;),3
#hayat paylaþýnca güzel diye boþuna dememiþler :),1
Oha internet paketim bitti  ve yeni yapmistimm ne oluyor sana Turkcell,2
turkcell le O2 nun sahipleri halay cekiolar saolsun esra-evren bu yilida karla kapattik die :):),3
Otomobil Bloglarýndan 2011 Turkcell Blog Ödülleri'nde halk oylamasý sonucu finale kalan ilk 10 blog:   Ae2 (cont),3
en iyi 3G bende dýyorsun ama çekmiyor caným cekmiyooor!!! Sözleþmem bitsin 10 senelik müþterin gidiyor. Bilginize! #turkcell,2
Bre Turkcell ! Tam bi hýrsýzsýn ! Seni bi daha kullanani esekler kovalasin!,2
Beným bedava sms hakkým var turkcell bana yený yýl hedýyeesýnýý erken yollamýss serefsýzzz hahahah,1
"#bukutudanevar Canlý yayýn baþladý.  adresine gel, hediyeleri kazanma þansýný yakala.",3
"""hayat okudugunu paylastikca guzel"" sloganiyla vapurlarda gazete dagitan turkcell e... hayyy yaþþaa len turkcell demek geldi icimden...MY",1
I Phone / Turkcell Müzik application.. Mutlaka deneyin...,1
Turkcell fiyattan ote cok uzun zamanda yapiyor herhangi bir yere verin 50 lira tutmaz ama biri bozulunca butun tuslar degisebiliyo,2
twitter ile baðlan hayata hayata baðlan twitter ile :D,1
"Hayat paylaþýnca güzel, la la la laaa la laaaaalaaaa, paylaþýp çoðalýnca güzel la ala ala lalaalaa laaaaaaa.. :)))",1
Ýyi gun kotu gun dostum mesaj atan turkcell,1
cok sovdugun Tcell e geri mi dondun :D,2
private account'mus amk!! turkcell'e tasidim hattimi ustune her yerde yazcam bu yaptiginiz terbiyesizligi!!,1
dogum gunu pastasi icin tesekkurler. Simartiyosun beni :),1
"Sanýrým turkcell benden hoþlanýyor.. Sýradýþý mesajlarr , kampanyalarr , hediye dakikalarr , fýrsatlarrr . Hep bi güzellik yapma derdinde :D",1
"Bu Erol Buyukburc, Worlcard reklaminda soyledigi sarkiyi yillar once Turkcell Shubuo reklaminda soyluyordu yahu. Fikir calma olmaz mi bu?",3
keske turkcell panpisim ve karsim i de yazsaydi panolara bende sana burdan yolluyorum muck :),1
telefonum bozuk canim yani suan yolladigim mesaj ancak sabaha gelir sana turkcell bana pek ugrayamiyor da...,2
Embesil bir reklam turkcell muzik,2
kontratli telefonlari geri alip 4s veriyorsaniz hayir demem yani :),3
turksel sadece bizi aldatsa gene iyi. kaç milyon abonen aman sevgilin var canim?,2
"hayat paylaþýnca güzel "" TURKCELL :))))",1
KAMÝL KOÇ'TAN ÖZEL TURKCELL KAMPANYASI,1
Ekran jelatini Turkcell'de 40 lira iken telefoncuda 5 lira. Kazýk kol boyu,2
"o zaman sana bir soru. 8yýl turkcell kullanýp,bi gazla avea'ya geçtim ama þimdi yine turkcell'e geçmeyi düþünüyorum. sence?",1
sus blogumuu a$k olsun turkcell 2011 blog odulleri kadin blogu ilk 10 finalistidir Nimo :))),3
sebepsiz yere hattýmý aramaya kapattý... 8 ay önce verdiðim evrak fotokopisini tekrar istiyor.. günümüz derebeyi.. lanet adamlar..,2
#Turkcell Maltepe Plaza yeni yilimizi kutlar =),3
busem gökende de kalmamýþ napýcýgýz :(( sen yarýn turkcell bulsan ne güzel olur olabilir mi??,3
Dur bi mesaj atayýmda sevdiðinden geldi zannetsin. -Turkcell,2
Kafa boslugu tv ideolejisi islamcilik su ayari 61 donemi modernlik vurgu turkcell sanirim butun dersler birbirine girdi hata veriyor artik,3
1998 yýlýndan beri Turkcell liyim artýk kimlere araba ismarladim hesap edemicem :)),3
Beyoglunda gune baslama rituelini sevdim..bu da olurmus. ( Turkcell Akademi w/,3
Türkcell yanýmda degil :D salonda unuttm :/,3
Evet çok begendim,1
ne isime yaradi :) zaten  gunde 167 sms gibi bir sacmalik yapiyor !,2
orçoyla baðlan hayata! :D,3
"+bir çok kötü bir tane iyi etmiyor maalesef.. bu uygulamalarýn hepsi çöp yýðýný.. shubuo'dan beri ders almadýlar,çok beceriksizsin turkcell!",2
"""Sana"" yag gibi olmus; - bana bir vinn versene. - tabi avea vinn mi olsun, voda mi? :) turkcell den sasilmaz..",1
Ben sözlüðe girebiliyorum ttnette sorun var serkan panpa. ccc türksel výnn ccc,3
"Turkcell`in abone sayisi cook oldugu icin yuzde olarak bu sayilar kucuk kalacak, istediginiz bu mudur?",1
:) :) yanlýzken kim mutlu olmuþki seen olasýn ? Kendini kandýrma ! Bak sertb abla ne diyo ? Hayat paylaþýnca güzel !,1
"2002 den beri bi insan birine asik olmaz ki? Turkcell le saygili,seviyeli ve uzatmali bir iliskim var hep yanimda canim benim ya.",1
kapalý alanlarda sýkýntýlý ama yine de iþimi görüyor. Avea'nýn benzer paketi Turkcell'de 55 lira.,2
sizlerede günaydýn,1
turkcell superonline mý dha hýzlý ttnet mý ?,3
"eFabrika'nýn,gnctrkcll içn hazýrladýðý 'Ses Ver' FB uyg.,en iyi kampanyalarýn listelendiði FB Studio'da.Like'layalým.:)",3
panpis turkcel bizi kandiriyo galiba :( telefonuna ip takip boynuna asarmisin iki dag arasinda cekip cekmedigine bakarmisin,2
#3kelimeyle2011 Turkcell'le baðlan hayata.,3
Sahanin Turkcell reklamlari gercekten cok komik.,1
"okunmamis uc yeni mesajin ucunun de Turkcell'e ait olmasi, bknz. yalnizim dostlarim",3
#saithalimpasa #gfkturkiye turkcell ornegi vermeyeliimmm,3
"Pepsi'nin coca cola'ya, avea'ninda turkcell ve vodafone'a ayar verdigi reklamlar 10 numara 5 yildiz..",3
turkcell superonline,1
"Kendimi devamlý""Hayat paylaþýnca güzel la la la la la"" þarkýsýný söylerken buluyorum. Durumum içler acýsý gibi..",1
Ýnovasyonda büyük ödül Turkcell'in,1
ama ne olur Turkcell bunu reklam kampanyalarýnda kullanmasýn :) Zira bütçeden dolayý çok kanalda yayýnlanýyor :),2
"bu hesapla bir haftalýk esenköy tatili turkcell výnn paketi bana nerdeyse 500 tlye mal olmuþ durumda. eh,hayat kazýklanýnca güzell lalalalaa",2
#Turkcell farketmeden yaptýðýn bedava konuþmalarýný seviyorum devam et;),1
Bilirim ama TÜRK'üz TURKCELL lýyýz kanka;),1
Ýnovasyonda büyük ödül Turkcell'in - Kurumsal-,1
Cok sukur bb'mi kurtardi Turkcell,1
hay baslicam senin sagladgn 3g ye deee cekim gucune dee ...,2
' nýn babasýný turkcell konusunda ýkna etme cabasý ýcýnde karanlýk kuyularda :D   ve ve ve buketý yataga attým D:D:,3
superonline fiber internet hizmeti adresinizde varsa tavsiye ederim cok hizli hesapli kesilmiyor ve kimse aramiyor bu arada ++,1
"#turkcell iCloud reklamý yapýyor, yürü len",2
bu yüzden #turkcell demek isterdim.. ama hepsi ayný bkun laciverti,2
"#3kelimeyle2011 askerlik, ayrýlýk, iþsizlik",3
2250 tlye turkcell bahcelievlerde 32gb var sahibi arkadasim istersen ara beni alirsin,3
hayýr abi vodafone türkcell ve aveayý .miþ çünkü karþýlaþtýrmalý gibi olmuþ bayaa :D,3
tusunami deprem kriz,3
ekonomik mý ya soydunuz soðana çevirdiniz doymadýnýz,2
onu turkcell'e anlatýcaksýn cnm :),1
2012 ye girdik hala turkcell cekmio..,2
Superonline sayesinde rakip firmanýn hýzlý internet reklamýný kesintisiz þekilde izledim. Rakip firmayla kesin izleyemezdim.,1
uygulamadan indirdiðimiz parçalarý bilgisayara indirmeme gibi bir kýsýtlama mý var?zira iphone'da iTunes'dan dinleyemiyorum?,3
[TCELL] Kapanis: 8.84 - StochasticRSI: 0.00 - HISSE ALIS ICIN UYGUN,3
en uygun iphone4s paketi sanýrým Gold Paket:turkcell:5000dk Her Yöne:2000dk Data:4GB   iPhone 4S 16GB 177 TL,1
biþey soracýn; bu internet výnn'larýn en hýzlýsý ve iyi çekeni hankýsýdýr (turkcell demeyin bana buz gibi soðurum sizden. adýný anmiyacaðým),2
Selocan ile kumru form Ortaköy .....,3
4 dakýka oldu hala beklýyorum... Cýdden agzýný burnunu kýrýcam turkcell.,2
Oc musteri hizmetleri kukla ettiniz amk turkcell beni sessimden tanirmis,2
burda 4 ceker kardesim:D,3
Maalesef Turkcell sorunumu çözemiyor ben bir süreliðine Ýsrail'de olacaðým,2
evet,3
Bugun modem icin kablo almam gerekiyodu uyumusum bi allahin kulu arayip rahatsiz etmemis her zaman hal hatir soran turkcell bile yazmamis,2
"2012'ye kadar sms hakkinizi kullanabilirsin diyen sevgili turkcell ""allah razii olsun, sen olmasan napardim"" demek istedim.",1
ya ben artýk yorum yapmýyorum zaten Turkcell de msj atýp duruyo mercimek köftesi yapýcam ben cumartesiye hazýrlanmam lazým :D,2
bende kazýkçý turkcell'liyim,2
lakin fatura elimize geçtiðinde anlýyoruz ki turkcell'in seviþmek olarak nitelendirdiði þey bariz tecavüz..,2
Gecen gun benimde basima geldi iki blackberry telefon ikisi de turkcell 5dk fark vardi aralarinda batarya taktim cikardim duzeldi.,3
hahaha kanka Turkcell bu 4 ceker :D,1
"Ýnsanlarý ayýrmayýn. O gay, bu dinci, öteki turkcel’li, niye avea’lý deðil diye. Herkesten toptan nefret edin. Konuyu kapatýn.",3
Keciorene superonline fiber cekiyomus...,1
+Turkcel 4 Çeker. -Meryem Çok Þeker. -BEÐENMEYEN HÜRREMCÝ DEÐÝLDÝR-,3
turkcell in 3g si kamil kocun aptal wifi indan cok daha ii ki :),1
Coca Cola ve Turkcell reklamlarý sayesinde herkes Fenafillah olucak :D,2
13 milyon olabilir mi,3
bu kadar detaylý kiþisel bilgimizin turkcellde olmasýna raðmen alakasýz tanýtým smslerinizi neden gönderiyorsunuz?,2
Reklamlarda turkcell ve coca colayi tek geciyorum,1
Turkcell 4 çeker panpalopp ama ben cekemem artýk tripleri,3
in þirketimize atadýðý müþteri temsilcisi yüzünden  u ofise davet ettik. Görüþüp komple  a geçmeyi düþünüyoruz.,2
caným sevgilim turkcell yeter artýk terket beni! neden hep birinden msj beklediðim bi zaman da atarsýn ki o msjlarýný.,2
Bir türkcell'i olarak aveanýn yeni reklamýna bayýldým. Ýyi g.t etmiþ þerefsizler. :D,2
0531 241 25 37 'den gelen mesajlarý dikkate almayýn. Sevgili  bilgine.,3
O zaman Turkcell'le baðlan hayata:D,1
yeni laptop ile superonline baðlanýnca görecem seni :D,1
"Bi Turkcell , bi de Coca-Cola reklamlarý beni derinden etkliyo lan",1
teþekkürleerr,1
"O kadar cok kontor yuklemiyodum ki ,bu ara yuklemeye basladim turkcell bana bedava dakika verip duruyor .",1
"Beni çaldýrýp kapatan bi özel ders hocam bile var turkcell olsa odemeli atcak, kontor istegi falan yollýcak heralde. tüm manyaklar bende.",3
10 tl mi 20 tl yapma türkcell sus bi mýnakodum ya sus saat baþý mesaj mý atýlýr,2
bi kaç gun smsýn olmayabýlýr turksel farký huhu,2
hangi reklamý guzeldiki turkcell'in,2
Bi turkcell düþünüyo zaten :S,1
"sen vodafone gibi aný yaþarken,ben turkcell gibi seni her yerde çekemem",3
"“ 4 gb'lýk internet paketi yetmiyor, 8 gb'lýk paketlerle gel bana",3
hahaha asil sen koruosn :) yok ben reklama taktim insana avea'yi degil direk turkcell'i dusunduruyo,1
yarýn geçn türkcell kullan derim gari..,1
tcell benmle hayata baðlan dedi faturada bana bi koydu...soluðu vodafone'da aldým:)),2
$u eský tahoe ler kadar sevdýgým ba$ka 4 ceker arac yok sanýrým,3
keþiflerini paylasmalýsýn . Hayat paylasýnca güzel  . Reklamý bile var :D,1
nedir senin bu turkcell den cektigin.........,2
"is uretemedikleri ortada.. "" Avea'yla Vodafone her yerde çekiyor mu bilemem ama ikisinin de Turkcell'i hala çekemediði net.""",1
Paylasmak guzeldir diyor ya turkcell lutfen benimle telefon faturami paylas bi aylik lutfennn lutfennnn,2
bi sabahta öperek uyandýr be turkcell ...!,2
"Merhaba, Turkcell Ýletiþim Merkezlerimizde cihaz satýþlarýmýz bulunmaktadýr. Teþekkür ederiz.",1
bý cepten ýnternete gýrebýlýyorum nolur bu ruya býtmesýn turkcell,1
ahahaha kanka Turkcell seni rahat birakmiyo fksnfksj,2
turkcell yedekleme yi kullanmak daha pratik olabilir,1
"sahada kontrol ve verimliligi arttirmayi hedefliyor."" #itusektorgunleri",3
Ibne turkcell piç yine yeniledi int paketimi ya,2
Turkcell ile ayný fiyatta Vodafone bis fiyatý.,3
Günlükleri Vol. (bilmem kaç) Sen bu mektubu okurken ben çoktan seni terk edip buralardan gitmiþ olucam.,2
yok arasaniz ne olacak bilmiyorum 3 saattir baglanti kuramiyorum yine wifi deyim bir de vinn diyosunuz kanser olur inssn,2
bi superonline ariyim bakim,3
TRAFIK yazýp 7777’ye kýsa mesaj göndererek uygulamayý cep telefonunuza indirebilirsiniz. Turkcell mi hattýnýz?,3
"ama Pakistan, Jhal Magsi colunde cekmiyor Turkcell :)",3
Musterisine en cok alaka gosteren GSM operatoru  den cayma bedelini ode sonra istedigin operatorde surunmeye basla.,1
kanka bende kontür yok ara beni :D ahahah turkcell !!!,2
"sorgulamada farkettim, 1 saat 10 dk konuþtuðum çaðrý merkezi çalýþaný da bu bildirimin eksik yapýlmýþ olduðunu teyit etti",3
turkcell çekmiyor mu? inanmýyorummm. turkcell 4 çeker ama yandan :) niye öyle diyorsun ki. hiç yakýþtýramadým.,2
"""Turkcell beni sesimden tanir""",1
#turkcellprotesto olm turkcell  e mesaj hakkký veren yerlerine sokayým senin,2
#bukutudanevar 'da ilk soruya ait hediyeler sahiplerini buldu. Tebrikler.,3
"biz superonline baglattik ilk, ama hiic calismadi. Arkadaslarimin da basina geldi. Iyice arastir abi.",2
hayat paylaþýnca güzel lalalalalaalaaalaaaaa,1
#turkcellesavasimvar Haksýz kazanç elde ettiklerini dava 10 sene sürse kanýtlayacaðým ve emsal teþkil etmesini saðlayacaðým Turkcell duy,2
cep telefonum su an ulasilmaz durumda.kendi capinda kapandi.Nedeni belli diil.Turkcell acik diyor ama kendisi tcelli bile takmiyorr!!,2
"Merhaba, Turkcell Ýletiþim Merkezlerimizden mevcut stok durumuna göre cihazý temin edebilirsiniz. Teþekkür ederiz.",3
6 saat 4 yýlda bir gün fazlalýk yaptýgý icin subat ayý 4 yýlda 1 kez 29 çeker...,3
"iþimi de görüyor Avea yeterince, iþime yaramasa hadi 3 katý ödeyip Tcell'e geçeyim derim de gerek yok hiç:/",2
senden kurtulacaðýma okadar mutluyum ki turkcell biliyorum kimse senin kadar iyi çekemiyecek ama napalým buraya kadar...,2
"alara þimdi derin nefes al, beynine oksijen gitsin ayrýca bu turkcell bana neden bokluk yaptý?",2
SENÝ SEVDÝMDE NE OLDU EFESLE TURKSEL ZENGÝN OLDU,3
"#teknoloji iPhone 4S Avea, Turkcell ve Vodafone ile Türkiye'de satýþta... Ýþte tarifeler ve fiyatlar...",3
Bu Turkcell pusula uygulamasý iPhone kullanýcýlarý için büyük nimet. Oturduðum yerden nöbetçi eczane kaç metre ötemde bana söylüyor.,1
online olarak izleme þansýmýz yok mu? Ya da cep telefonumuzdan? 3G hýzýnda? :),3
turkcell ve digiturk :D,3
bizde biliriz o çileyi zamanýnda çektik :) yarýn gel sizede superonline alalým,1
"Ýste efenim hiç dusunmuyoruz böle seyleri paylasmak gerek, Hayat paylasýnca güzel :)",3
barýþ saðlýk huzur,3
fiyat acisindan gayet iyiler. Bende 1000 dakika avea ici ayni paket.+ 120 dk her yone. Turkcell biraz da hirsiz.,2
En yuksek ortalamali 3g hizi bile onlardayken turkcell cekmeyen yerde vodafone cekerken hala turkcell kullanmak hangi kafa anlamiyorum:),2
bu ay ki turkcell faturam yine katlanmýþ :) akordeon misali :D,2
#turkcell fotosu  çekip karisina yollamaya çalýþan ragýp abi baldiza yollayinca karýsýndan da oldu...,3
turkcell se 532 yi ara puk kodunu ogrenme menusunden ogren. Baska yolu yok tatlim,3
#Turkcell aaaahhh aahh :-D,3
nihatan sora güzel bir þey buldum türkiyede 4 þekilde hat vardýr 1. vodafon hat 2. turkcell hat 3. aveya hat 4. ise nihat,3
Turkcell bayileri sanki en ucuzu.  Selin'in Blackberry oradan aldým ben,1
"O deðilde bu Turkcell reklamindaki aðlak, yandan düdüklü sesi olan adam kim abi? Biri benim yerime bulsun ve Tibet'e götürüp orada biraksin.",2
